"Compensation","Name","Position","Date","Year","College"
123608,"Yaniris Fernandez ","Assoc. Vp For Aa",2018-06-01,2018,"Hampshire College"
118803,"Beth Ione Ward ","Secretary",2018-06-01,2018,"Hampshire College"
96314,"Annie Rogers ","Faculty Trustee",2018-06-01,2018,"Hampshire College"
80859,"Gloria Lopez ","Vp For Sa/Dean Of Students",2018-06-01,2018,"Hampshire College"
73962,"Anne Downes ","Staff Trustee",2018-06-01,2018,"Hampshire College"
0,"Gaye Hill ","Chair",2018-06-01,2018,"Hampshire College"
0,"Fraser Bennett Beede ","Vice Chair",2018-06-01,2018,"Hampshire College"
0,"Luis Hernandez ","Vice Chair",2018-06-01,2018,"Hampshire College"
0,"A Kim Saal ","Vice Chair",2018-06-01,2018,"Hampshire College"
0,"Henry Astor ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Judy Bornstein ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Jesus Colmenares ","Alumni Trustee",2018-06-01,2018,"Hampshire College"
0,"Nirman Dave ","Student Trustee",2018-06-01,2018,"Hampshire College"
0,"Linda Earle ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Sascha Freudenheim ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Jose Fuentes ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Carolyn Greenspan ","Trustee",2018-06-01,2018,"Hampshire College"
0,"Richard Hurd ","Trustee",2018-06-01,2018,"Hampshire College"
323053,"Jonathan Lash ","President/Trustee",2017-06-01,2017,"Hampshire College"
252209,"Eva Rueschmann ","Vp And Dean Of Faculty",2017-06-01,2017,"Hampshire College"
188434,"Mary Mceneany ","Vp/Treasurer",2017-06-01,2017,"Hampshire College"
172191,"David Gibson ","Chief Creative Offcer",2017-06-01,2017,"Hampshire College"
154141,"Daniel Ballantine ","Chief Advancement Officer",2017-06-01,2017,"Hampshire College"
150807,"Byron Mccrae ","Vp And Dean Of Students",2017-06-01,2017,"Hampshire College"
146950,"Lee Spector ","Professor",2017-06-01,2017,"Hampshire College"
135173,"Meredith Twombly ","Dean Enrollment & Retention",2017-06-01,2017,"Hampshire College"
129400,"Karen Koehler ","Professor",2017-06-01,2017,"Hampshire College"
119493,"Marlene Fried ","Professor / Former Pres. Advisor",2017-06-01,2017,"Hampshire College"
118260,"Beth Ward ","Secretary",2017-06-01,2017,"Hampshire College"
101335,"Alan Goodman ","Professor/Former Vp & Dean Of Faculty",2017-06-01,2017,"Hampshire College"
96427,"Annie Rogers ","Professor/Faculty Trustee",2017-06-01,2017,"Hampshire College"
95609,"Elizabeth Conlisk ","Professor / Former Faculty Trustee",2017-06-01,2017,"Hampshire College"
73782,"Anne Downes ","Dean Of Advising",2017-06-01,2017,"Hampshire College"
51172,"Marge Dunehew ","Dir. Aux. Serv./Former Staff Trustee",2017-06-01,2017,"Hampshire College"
0,"Fraser Bennett Beede ","Trustee",2017-06-01,2017,"Hampshire College"
0,"Judy Bornstein ","Trustee",2017-06-01,2017,"Hampshire College"
0,"Dayna Cunningham ","Trustee",2017-06-01,2017,"Hampshire College"
0,"Nirman Dave ","Student Trustee Alternate",2017-06-01,2017,"Hampshire College"
0,"Edward Dees Jr ","Trustee",2017-06-01,2017,"Hampshire College"
0,"David Dinerman ","Vice Chair",2017-06-01,2017,"Hampshire College"
0,"Linda Earle ","Trustee",2017-06-01,2017,"Hampshire College"
0,"Sascha Freudenheim ","Trustee",2017-06-01,2017,"Hampshire College"
0,"Jose Fuentes ","Trustee",2017-06-01,2017,"Hampshire College"
344153,"Jonathan Lash ","President/Trustee",2016-06-01,2016,"Hampshire College"
213732,"Eva Rueschmann ","Vp And Dean Of Faculty",2016-06-01,2016,"Hampshire College"
155145,"Lee Spector ","Professor",2016-06-01,2016,"Hampshire College"
150581,"Ann Michele Ruocco ","Associate Vice President",2016-06-01,2016,"Hampshire College"
149990,"Byron Mccrae ","Vp And Dean Of Students",2016-06-01,2016,"Hampshire College"
147778,"Daniel Ballantine ","Chief Advancement Officer",2016-06-01,2016,"Hampshire College"
142543,"David Gibson ","Chief Creative Officer",2016-06-01,2016,"Hampshire College"
135862,"Meredith Twombly ","Dean-Enrollment&Retention",2016-06-01,2016,"Hampshire College"
124980,"Sandra Chessey ","Former Treasurer Term.7/10/15",2016-06-01,2016,"Hampshire College"
122283,"Marlene Fried ","Prof./Former Pres.advisor",2016-06-01,2016,"Hampshire College"
121866,"Yaniris Fernandez ","Assoc.vp-Acad.aff./Former Staff Tr.",2016-06-01,2016,"Hampshire College"
118017,"Beth Ward ","Secretary",2016-06-01,2016,"Hampshire College"
109308,"Mary Mceneany ","Vp/Treasurer As Of 6/1/15",2016-06-01,2016,"Hampshire College"
93627,"Elizabeth Conslik ","Professor/Former Faculty Trustee",2016-06-01,2016,"Hampshire College"
77193,"Sura Levine ","Professor/Former Faculty Trustee",2016-06-01,2016,"Hampshire College"
70224,"Annie Rogers ","Professor/Faculty Trustee",2016-06-01,2016,"Hampshire College"
50059,"Marge Dunehew ","Dir-Proc.&Aux.svcs./Staff Trustee",2016-06-01,2016,"Hampshire College"
0,"Fraser Bennett Beede ","Trustee",2016-06-01,2016,"Hampshire College"
0,"Judy Bornstein ","Trustee",2016-06-01,2016,"Hampshire College"
0,"Edward Dees Jr ","Trustee",2016-06-01,2016,"Hampshire College"
0,"David Dinerman ","Vice Chair",2016-06-01,2016,"Hampshire College"
0,"Linda Earle ","Trustee",2016-06-01,2016,"Hampshire College"
0,"Sascha Freudenheim ","Trustee",2016-06-01,2016,"Hampshire College"
0,"Jose Fuentes ","Trustee",2016-06-01,2016,"Hampshire College"
0,"Carolyn Greenspan ","Trustee",2016-06-01,2016,"Hampshire College"
357688,"Jonathan Lash ","President/ Trustee",2015-06-01,2015,"Hampshire College"
211490,"Eva Rueschmann ","Vp And Dean Of Faculty",2015-06-01,2015,"Hampshire College"
208770,"Mark Spiro ","Vp For Finance & Admin.",2015-06-01,2015,"Hampshire College"
172436,"Lee Spector ","Professor",2015-06-01,2015,"Hampshire College"
149252,"Byron Mccrae ","Vp-Student Aff./Dean-Students",2015-06-01,2015,"Hampshire College"
147894,"Ann Michelle Ruocco ","Assoc.vp-Human Resources",2015-06-01,2015,"Hampshire College"
147097,"Daniel Ballantine ","Chief Advancement Officer",2015-06-01,2015,"Hampshire College"
134647,"Jeffrey Wolfman ","Director Of Development",2015-06-01,2015,"Hampshire College"
134323,"Sandra Chessey ","Controller",2015-06-01,2015,"Hampshire College"
128707,"Gerald Bohdanowicz ","Dir.of Finance&Accounting",2015-06-01,2015,"Hampshire College"
118565,"Yaniris Fernandez ","Former Staff Trust./Assoc.dean",2015-06-01,2015,"Hampshire College"
117234,"Beth Ward ","Secretary",2015-06-01,2015,"Hampshire College"
116403,"Marlene Fried ","Former Prof/President's Advis.",2015-06-01,2015,"Hampshire College"
93534,"Elizabeth Conlisk ","Fac.trustee/Professor",2015-06-01,2015,"Hampshire College"
75001,"Sura Levine ","Former Fac.trustee/Professor",2015-06-01,2015,"Hampshire College"
47548,"Marjorie Dunehew ","Staff Trustee/Dir.-Proc&Aux.sv",2015-06-01,2015,"Hampshire College"
26140,"Josiah Litant ","Former Staff Trust./Assoc.dean",2015-06-01,2015,"Hampshire College"
0,"Matthew Arnold ","Trustee",2015-06-01,2015,"Hampshire College"
0,"Manish Bapna ","Trustee",2015-06-01,2015,"Hampshire College"
0,"Judy Bornstein ","Trustee",2015-06-01,2015,"Hampshire College"
0,"Shelley Carey ","Vice Chair",2015-06-01,2015,"Hampshire College"
0,"Harold Carroll ","Trustee",2015-06-01,2015,"Hampshire College"
0,"Edward Dees ","Trustee",2015-06-01,2015,"Hampshire College"
0,"David Dinerman ","Vice Chair",2015-06-01,2015,"Hampshire College"
0,"Linda Earle ","Trustee",2015-06-01,2015,"Hampshire College"
333815,"Jonathan Lash ","President/ Trustee",2014-06-01,2014,"Hampshire College"
240752,"Mark Spiro ","Vp For Finance&Admin",2014-06-01,2014,"Hampshire College"
208525,"Eva Rueschmann ","Vp&Dean Of Faculty",2014-06-01,2014,"Hampshire College"
164441,"Lee Spector ","Professor",2014-06-01,2014,"Hampshire College"
146585,"Alan Goodman ","Former Vp&Dean Of Faculty",2014-06-01,2014,"Hampshire College"
142537,"Ann Michelle Ruocco ","Assoc.vp For Human Rscs.",2014-06-01,2014,"Hampshire College"
141419,"Daniel Ballantine ","Chief Advancement Officer",2014-06-01,2014,"Hampshire College"
132425,"Jeffrey Wolfman ","Director Of Development",2014-06-01,2014,"Hampshire College"
128208,"Julie Richardson ","Dean Of Admissions&Fin.aid",2014-06-01,2014,"Hampshire College"
119819,"Aaron Berman ","Former Vp&Dean Of Faculty",2014-06-01,2014,"Hampshire College"
118169,"Gerald Bohdanowicz ","Dir.of Finance&Accounting",2014-06-01,2014,"Hampshire College"
115347,"Beth Ward ","Secretary",2014-06-01,2014,"Hampshire College"
115020,"Marlene Fried ","Former Prof/President's Advis.",2014-06-01,2014,"Hampshire College"
93702,"Sura Levine ","Former Fac.trustee/Professor",2014-06-01,2014,"Hampshire College"
93132,"Yaniris Fernandez ","Former Staff Trustee",2014-06-01,2014,"Hampshire College"
86138,"Elizabeth Conlisk ","Faculty Trustee",2014-06-01,2014,"Hampshire College"
62970,"Josiah Litant ","Former Staff Trustee",2014-06-01,2014,"Hampshire College"
36043,"Marjorie Dunehew ","Staff Trustee",2014-06-01,2014,"Hampshire College"
0,"Dina Amouzigh ","Student Trustee",2014-06-01,2014,"Hampshire College"
0,"Matthew Arnold ","Trustee",2014-06-01,2014,"Hampshire College"
0,"Manish Bapna ","Trustee",2014-06-01,2014,"Hampshire College"
0,"Shelley Carey ","Vice Chair",2014-06-01,2014,"Hampshire College"
0,"Harold Carroll ","Trustee",2014-06-01,2014,"Hampshire College"
0,"David Dinerman ","Vice Chair",2014-06-01,2014,"Hampshire College"
0,"Luis Hernandez ","Trustee",2014-06-01,2014,"Hampshire College"
533881,"Wiewel Marinus ","President",2022-05-01,2022,"Lewis & Clark College"
337085,"Johnson Jennifer J ","Dean Of The Law School",2022-05-01,2022,"Lewis & Clark College"
254776,"Parry John ","Assoc Dean Of Law School Faculty",2022-05-01,2022,"Lewis & Clark College"
241524,"Reese David ","Vp, Chief Of Staff, General Counsel, Secretary",2022-05-01,2022,"Lewis & Clark College"
217140,"Walter Kenneth ","Vp For Advancement",2022-05-01,2022,"Lewis & Clark College"
215140,"Blumm Michael ","Professor Of Law",2022-05-01,2022,"Lewis & Clark College"
214529,"Klonoff Robert ","Professor Of Law",2022-05-01,2022,"Lewis & Clark College"
214279,"Holmes-Sullivan Robin ","Vp Of Student Life And Dean Of Students",2022-05-01,2022,"Lewis & Clark College"
213348,"Dooley Andrea ","Cfo And Vp Of Operations",2022-05-01,2022,"Lewis & Clark College"
210066,"Loren Lydia ","Professor Of Law",2022-05-01,2022,"Lewis & Clark College"
205626,"Staab Eric ","Vp Of Admissions And Financial Aid",2022-05-01,2022,"Lewis & Clark College"
199435,"Suttmeier Bruce ","Dean Of The College Of Arts & Sciences",2022-05-01,2022,"Lewis & Clark College"
198979,"Johnston Craig ","Professor Of Law",2022-05-01,2022,"Lewis & Clark College"
193472,"Fletcher Earl Scott ","Dean Of The Graduate School Of Education And Couns",2022-05-01,2022,"Lewis & Clark College"
0,"Fischer Gerald ","Trustee - Former",2022-05-01,2022,"Lewis & Clark College"
0,"Fowler Stephanie ","Trustee Chair",2022-05-01,2022,"Lewis & Clark College"
0,"Hayes Paula ","Trustee First Vice Chair",2022-05-01,2022,"Lewis & Clark College"
0,"Mahaffy Patrick ","Trustee Second Vice Chair",2022-05-01,2022,"Lewis & Clark College"
0,"Abena Tony ","Trustee",2022-05-01,2022,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee - Former",2022-05-01,2022,"Lewis & Clark College"
0,"Bergman Matthew ","Trustee",2022-05-01,2022,"Lewis & Clark College"
0,"Blakemore Jim ","Trustee",2022-05-01,2022,"Lewis & Clark College"
0,"Cruz Serena ","Trustee",2022-05-01,2022,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2022-05-01,2022,"Lewis & Clark College"
0,"Francy Patricia ","Trustee",2022-05-01,2022,"Lewis & Clark College"
514530,"Wiewel Marinus ","President",2021-05-01,2021,"Lewis & Clark College"
316774,"Johnson Jennifer J ","Dean Of The Law School",2021-05-01,2021,"Lewis & Clark College"
229028,"Reese David ","Vp, Chief Of Staff, General Counsel, Secretary",2021-05-01,2021,"Lewis & Clark College"
221697,"Klonoff Robert ","Professor Of Law",2021-05-01,2021,"Lewis & Clark College"
212990,"Blumm Michael ","Professor Of Law",2021-05-01,2021,"Lewis & Clark College"
210354,"Parry John ","Assoc Dean Of Law School Faculty",2021-05-01,2021,"Lewis & Clark College"
206102,"Walter Kenneth ","Vp For Advancement",2021-05-01,2021,"Lewis & Clark College"
202807,"Holmes-Sullivan Robin ","Vp Of Student Life And Dean Of Students",2021-05-01,2021,"Lewis & Clark College"
202572,"Dooley Andrea ","Cfo And Vp Of Operations",2021-05-01,2021,"Lewis & Clark College"
198026,"Mcdowell Teresa ","Professor Of Counseling Psychology",2021-05-01,2021,"Lewis & Clark College"
197690,"Staab Eric ","Vp Of Admissions And Financial Aid",2021-05-01,2021,"Lewis & Clark College"
191255,"Newell Douglas ","Professor Of Law",2021-05-01,2021,"Lewis & Clark College"
187952,"Suttmeier Bruce ","Dean Of The College Of Arts & Sciences",2021-05-01,2021,"Lewis & Clark College"
182847,"Fletcher Earl Scott ","Dean Of The Graduate School Of Education And Couns",2021-05-01,2021,"Lewis & Clark College"
0,"Fowler Stephanie ","Trustee Chair",2021-05-01,2021,"Lewis & Clark College"
0,"Hayes Paula ","Trustee First Vice Chair",2021-05-01,2021,"Lewis & Clark College"
0,"Abena Tony ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Bergman Matthew ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Cruz Serena ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Dubchansky Scott ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Fischer Gerald ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Francy Patricia ","Trustee",2021-05-01,2021,"Lewis & Clark College"
0,"Fronk Jennifer ","Trustee",2021-05-01,2021,"Lewis & Clark College"
540367,"Wiewel Marinus ","President",2020-05-01,2020,"Lewis & Clark College"
327505,"Johnson Jennifer J ","Dean Of The Law School",2020-05-01,2020,"Lewis & Clark College"
256648,"Glassner Barry ","Professor Of Sociology",2020-05-01,2020,"Lewis & Clark College"
238059,"Reese David ","Vp, Chief Of Staff, General Counsel, Secretary",2020-05-01,2020,"Lewis & Clark College"
225839,"Mcdowell Teresa ","Professor Of Counseling Psychology",2020-05-01,2020,"Lewis & Clark College"
215776,"Parry John ","Assoc Dean Of Faculty - Law School",2020-05-01,2020,"Lewis & Clark College"
212594,"Walter Kenneth ","Vp Institutional Advancement",2020-05-01,2020,"Lewis & Clark College"
203529,"Klonoff Robert ","Professor Of Law",2020-05-01,2020,"Lewis & Clark College"
202383,"Suttmeier Bruce ","Dean Of The College Of Arts & Sciences",2020-05-01,2020,"Lewis & Clark College"
200480,"De Paula Julio ","Professor Of Chemistry",2020-05-01,2020,"Lewis & Clark College"
193509,"Holmes-Sullivan Robin ","Vp Of Student Life And Dean Of Students",2020-05-01,2020,"Lewis & Clark College"
189013,"Fletcher Earl Scott ","Dean Of The Graduate School",2020-05-01,2020,"Lewis & Clark College"
169927,"Dooley Andrea ","Cfo And Vp Of Operations",2020-05-01,2020,"Lewis & Clark College"
141804,"Finn Alan ","Vp For Business And Finance / Treasurer",2020-05-01,2020,"Lewis & Clark College"
121988,"Meyer Lisa ","Vp Of Admissions And Financial Aid",2020-05-01,2020,"Lewis & Clark College"
70582,"Staab Eric ","Vp Of Admissions And Financial Aid",2020-05-01,2020,"Lewis & Clark College"
0,"Fowler Stephanie ","Trustee Chair",2020-05-01,2020,"Lewis & Clark College"
0,"Hayes Paula ","Trustee First Vice Chair",2020-05-01,2020,"Lewis & Clark College"
0,"Jaqua Jon ","Trustee Second Vice Chair - Outgoing",2020-05-01,2020,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee",2020-05-01,2020,"Lewis & Clark College"
0,"Bergman Matthew ","Trustee",2020-05-01,2020,"Lewis & Clark College"
0,"Dixon Hillary ","Trustee Ex Officio",2020-05-01,2020,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2020-05-01,2020,"Lewis & Clark College"
0,"Dubchansky Scott ","Trustee",2020-05-01,2020,"Lewis & Clark College"
0,"Fischer Gerald ","Trustee",2020-05-01,2020,"Lewis & Clark College"
511324,"Wiewel Marinus ","President",2019-05-01,2019,"Lewis & Clark College"
433499,"Glassner Barry ","Professor Of Sociology",2019-05-01,2019,"Lewis & Clark College"
315438,"Johnson Jennifer J ","Dean Of The Law School",2019-05-01,2019,"Lewis & Clark College"
225713,"Finn Alan ","Vp For Business And Finance / Treasurer",2019-05-01,2019,"Lewis & Clark College"
207061,"Walter Kenneth ","Vp Institutional Advancement",2019-05-01,2019,"Lewis & Clark College"
200939,"Parry John ","Assoc Dean Of Faculty - Law School",2019-05-01,2019,"Lewis & Clark College"
200757,"Parikh Samir ","Professor Of Law",2019-05-01,2019,"Lewis & Clark College"
199052,"Klonoff Robert ","Professor Of Law",2019-05-01,2019,"Lewis & Clark College"
197485,"De Paula Julio ","Professor Of Chemistry",2019-05-01,2019,"Lewis & Clark College"
182194,"Fletcher Earl Scott ","Dean Of The Graduate School",2019-05-01,2019,"Lewis & Clark College"
170567,"Suttmeier Bruce ","Dean Of The College Of Arts & Sciences",2019-05-01,2019,"Lewis & Clark College"
117412,"Ellis David G ","General Counsel",2019-05-01,2019,"Lewis & Clark College"
116807,"Reese David ","Vp, Chief Of Staff, General Counsel, Secretary",2019-05-01,2019,"Lewis & Clark College"
106289,"Vance Carl B ","Chief Investment Officer",2019-05-01,2019,"Lewis & Clark College"
105028,"Atkinson Jane ","Former Vp And Provost",2019-05-01,2019,"Lewis & Clark College"
0,"Fowler Stephanie ","Trustee Chair",2019-05-01,2019,"Lewis & Clark College"
0,"Hayes Paula ","Trustee 1st Vice Chair",2019-05-01,2019,"Lewis & Clark College"
0,"Jaqua Jon ","Trustee 2nd Vice Chair",2019-05-01,2019,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Dubchansky Scott ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Fischer Jerry ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Fronk Jennifer ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Hu Heidi ","Trustee",2019-05-01,2019,"Lewis & Clark College"
0,"Hutchings Brent ","Trustee",2019-05-01,2019,"Lewis & Clark College"
432743,"Glassner Barry ","Professor Of Sociology Former President",2018-05-01,2018,"Lewis & Clark College"
307067,"Johnson Jennifer ","Dean Of Law School",2018-05-01,2018,"Lewis & Clark College"
301788,"Ellis David ","Vp, Secretary, & General Counsel",2018-05-01,2018,"Lewis & Clark College"
221522,"Finn Alan ","Vp For Business & Finance/Treasurer",2018-05-01,2018,"Lewis & Clark College"
211414,"Atkinson Jane ","Vp & Provost",2018-05-01,2018,"Lewis & Clark College"
208333,"Gonzalez Anna ","Dean Of Students",2018-05-01,2018,"Lewis & Clark College"
207092,"Walter Kenneth ","Vp Institutional Advancement",2018-05-01,2018,"Lewis & Clark College"
197217,"Smith Nicholas ","Professor Of Humanities",2018-05-01,2018,"Lewis & Clark College"
197190,"De Paula Julio ","Professor Of Chemistry",2018-05-01,2018,"Lewis & Clark College"
196271,"Meyer Lisa ","Dean Of Enrollment & Communications",2018-05-01,2018,"Lewis & Clark College"
182919,"Fletcher Earl ","Dean Of The Graduate School",2018-05-01,2018,"Lewis & Clark College"
157419,"Vance Carl ","Chief Investment Officer",2018-05-01,2018,"Lewis & Clark College"
156493,"Klonoff Robert ","Professor Of Law Former Dean Of Law School",2018-05-01,2018,"Lewis & Clark College"
137955,"Suttmeier Bruce ","Dean Of The College Of Arts & Sciences",2018-05-01,2018,"Lewis & Clark College"
127936,"Wiewel Marinus ","President Starting 10/1/2018",2018-05-01,2018,"Lewis & Clark College"
0,"Fowler Stephanie ","Chair/Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Hayes Paula ","1st Vice Chair",2018-05-01,2018,"Lewis & Clark College"
0,"Jaqua Jon ","2nd Vice Chair",2018-05-01,2018,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Dubchansky Scott ","Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Eller Dan ","Outgoing Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Fischer Jerry ","Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Fronk Jennifer ","Trustee",2018-05-01,2018,"Lewis & Clark College"
0,"Holtzclaw Mike ","Outgoing Trustee",2018-05-01,2018,"Lewis & Clark College"
432897,"Glassner Barry ","President",2017-05-01,2017,"Lewis & Clark College"
307723,"Johnson Jennifer ","Dean Of Law School",2017-05-01,2017,"Lewis & Clark College"
222482,"Finn Alan ","Vp For Business And Finance / Treasurer",2017-05-01,2017,"Lewis & Clark College"
221554,"Ellis David ","Vp, Secretary, And General Counsel",2017-05-01,2017,"Lewis & Clark College"
217549,"Atkinson Jane ","Vp And Provost",2017-05-01,2017,"Lewis & Clark College"
213229,"Gonzalez Anna ","Dean Of Students",2017-05-01,2017,"Lewis & Clark College"
199319,"Kodat Catherine ","Dean Of College Of Arts & Sciences",2017-05-01,2017,"Lewis & Clark College"
194858,"De Paula Julio ","Former Dean Of College Of Arts & Sciences",2017-05-01,2017,"Lewis & Clark College"
193896,"Meyer Lisa ","Dean Of Enrollment And Communications",2017-05-01,2017,"Lewis & Clark College"
193508,"Smith Nicholas ","Professor Of Humanities",2017-05-01,2017,"Lewis & Clark College"
187684,"Klonoff Robert ","Former Dean Of The Law School",2017-05-01,2017,"Lewis & Clark College"
185858,"Blumm Michael ","Professor Of Law",2017-05-01,2017,"Lewis & Clark College"
180479,"Newell Douglas ","Professor Of Law",2017-05-01,2017,"Lewis & Clark College"
176374,"Fletcher Earl ","Dean Of The Graduate School",2017-05-01,2017,"Lewis & Clark College"
164406,"Vance Carl ","Chief Investment Officer",2017-05-01,2017,"Lewis & Clark College"
151161,"Walter Kenneth ","Vp Institutional Advancement",2017-05-01,2017,"Lewis & Clark College"
121400,"Hunter Jane ","Former Dean Of College Of Arts & Sciences",2017-05-01,2017,"Lewis & Clark College"
0,"Al Badi Ahmed ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Dorman Mark ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Dover Stephen ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Dubchansky Scott ","Trustee Chair",2017-05-01,2017,"Lewis & Clark College"
0,"Fischer Jerry ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Fowler Stephanie ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Fronk Jennifer ","Trustee",2017-05-01,2017,"Lewis & Clark College"
0,"Hayes Paula ","Trustee",2017-05-01,2017,"Lewis & Clark College"
456681,"Barry Glassner ","President",2016-05-01,2016,"Lewis & Clark College"
296910,"Jennifer Johnson ","Dean Of The Law School",2016-05-01,2016,"Lewis & Clark College"
230492,"Hal Abrams ","Vp For Institutional Advancement",2016-05-01,2016,"Lewis & Clark College"
222075,"Carl Vance ","Chief Investment Officer",2016-05-01,2016,"Lewis & Clark College"
213891,"David Ellis ","Vp, Secretary And General Counsel",2016-05-01,2016,"Lewis & Clark College"
213462,"Jane Atkinson ","Vp And Provost",2016-05-01,2016,"Lewis & Clark College"
211978,"Susan Mandiberg ","Professor Of Law",2016-05-01,2016,"Lewis & Clark College"
201263,"Anna Gonzalez ","Dean Of Students",2016-05-01,2016,"Lewis & Clark College"
191040,"Julio De Paula ","Former Dean Of Cas",2016-05-01,2016,"Lewis & Clark College"
188527,"Nicholas Smith ","Professor Of Humanities",2016-05-01,2016,"Lewis & Clark College"
185980,"Lisa Meyer ","Dean Of Enrollment And Communications",2016-05-01,2016,"Lewis & Clark College"
180824,"Douglas Newell ","Professor Of Law",2016-05-01,2016,"Lewis & Clark College"
171807,"Earl Fletcher ","Dean Of The Graduate School",2016-05-01,2016,"Lewis & Clark College"
157459,"Robert Klonoff ","Former Dean Of Law School",2016-05-01,2016,"Lewis & Clark College"
136686,"Jane Hunter ","Former Interim Dean Of Cas",2016-05-01,2016,"Lewis & Clark College"
115595,"George Battistel ","Assoc Vp For Finance/Controller",2016-05-01,2016,"Lewis & Clark College"
54255,"Alan Finn ","Vp For Business & Finance/Treasurer",2016-05-01,2016,"Lewis & Clark College"
0,"Scott Dubchansky ","Chair",2016-05-01,2016,"Lewis & Clark College"
0,"Beth Miller ","Vice Chair",2016-05-01,2016,"Lewis & Clark College"
0,"Ahmed Al Badi ","Trustee",2016-05-01,2016,"Lewis & Clark College"
0,"Amber Case ","Trustee",2016-05-01,2016,"Lewis & Clark College"
0,"Peter Chang ","Trustee",2016-05-01,2016,"Lewis & Clark College"
0,"Mark Dorman ","Trustee",2016-05-01,2016,"Lewis & Clark College"
0,"Stephen Dover ","Trustee",2016-05-01,2016,"Lewis & Clark College"
0,"Gerald Fischer ","Trustee",2016-05-01,2016,"Lewis & Clark College"
458521,"Barry Glassner ","President, Trustee Ex Officio",2015-05-01,2015,"Lewis & Clark College"
297984,"Jennifer Johnson ","Dean Of Law School",2015-05-01,2015,"Lewis & Clark College"
238068,"Carl Vance ","Vp Business & Finance",2015-05-01,2015,"Lewis & Clark College"
227154,"Robert Klonoff ","Dean Of Law School",2015-05-01,2015,"Lewis & Clark College"
211466,"Gregory Volk ","Vp Institutional Advancement",2015-05-01,2015,"Lewis & Clark College"
209806,"Jane Atkinson ","Vp & Provost",2015-05-01,2015,"Lewis & Clark College"
206743,"Susan Mandiberg ","Professor Of Law",2015-05-01,2015,"Lewis & Clark College"
205348,"David Ellis ","Vp, Secretary, General Counsel",2015-05-01,2015,"Lewis & Clark College"
203859,"Nicholas Smith ","Professor Of Philosophy",2015-05-01,2015,"Lewis & Clark College"
195137,"Michael Blumm ","Professor Of Law",2015-05-01,2015,"Lewis & Clark College"
193718,"Hal Abrams ","Vp Institutional Advancement",2015-05-01,2015,"Lewis & Clark College"
187552,"Lydia Loren ","Professor Of Advocacy & Ethics",2015-05-01,2015,"Lewis & Clark College"
185566,"Julio De Paula ","Former Dean Of Cas",2015-05-01,2015,"Lewis & Clark College"
181714,"Douglas Newell ","Professor Of Law",2015-05-01,2015,"Lewis & Clark College"
168297,"Earl Fletcher ","Dean Of Graduate School",2015-05-01,2015,"Lewis & Clark College"
133698,"George Battistel ","Assoc Vp Finance / Controller",2015-05-01,2015,"Lewis & Clark College"
130363,"Jane Hunter ","Former Interim Dean Of Cas",2015-05-01,2015,"Lewis & Clark College"
0,"Mark Dorman ","Chair",2015-05-01,2015,"Lewis & Clark College"
0,"Scott Dubchansky ","Vice Chair",2015-05-01,2015,"Lewis & Clark College"
0,"Tony Abena ","Trustee",2015-05-01,2015,"Lewis & Clark College"
0,"Ahmed Al Badi ","Trustee",2015-05-01,2015,"Lewis & Clark College"
0,"Jan Baisch ","Trustee",2015-05-01,2015,"Lewis & Clark College"
